﻿data;evento;evento_key;codigo_evento;tipo_evento;oficial;abrangencia;territorio;cidade;periodicidade;nivel_impacto;janela_ativacao;momento_no_ano;abordagem_editorial;cta_sugerido;canais_sugeridos;formato_sugerido;tags_editoriais;score_relevancia;score_editorial;descricao_ai;origem_ai;curiosidade_ai
11/03/2026;Dia Internacional do Obrigado;dia_internacional_do_obrigado_03_11;OBRIGADO_03_11;data_comemorativa;False;nacional;BR;;anual;pico;DIA_INTERNACIONAL_DO_OBRIGADO;sazonal;utilidade_publica;saiba_mais;Instagram|LinkedIn;carrossel|reels;gratidão;45.0;50.0;O Dia Internacional do Obrigado, celebrado em 11 de janeiro, é uma data dedicada à prática da gratidão e ao reconhecimento das ações positivas dos outros. A ideia é incentivar as pessoas a expressarem agradecimento, seja em suas relações pessoais, profissionais ou sociais. Essa data promove a reflexão sobre a importância de valorizar gestos de bondade e apoio, contribuindo para um ambiente mais harmonioso e solidário.;A data foi criada para reforçar a cultura da gratidão em diversas sociedades, embora não haja um registro específico sobre sua origem.;Estudos mostram que a prática da gratidão pode melhorar a saúde mental e fortalecer relacionamentos, tornando-se uma ferramenta poderosa para o bem-estar.
12/03/2026;Consumer Day 2026 (janela Pre;consumer_day_2026_janela_pre_03_12;CONSUMER_DAY_2026_JANELA_PRE_03_12;retail;False;national;BR;;annual;pre;CONSUMER_DAY_2026;sazonal;aquecimento|lista de desejos|teaser|beneficios;Ativar alerta;Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing;carrossel|reels;varejo|promo|planejamento;75.0;82.0;O Consumer Day, celebrado em 1º de março de 2026, é um evento voltado para o varejo que visa promover a interação entre consumidores e marcas. Este dia é marcado por promoções especiais, descontos e campanhas de marketing que incentivam a compra e a fidelização do cliente. A importância do Consumer Day reside na sua capacidade de impulsionar as vendas e fortalecer a relação entre empresas e consumidores, além de ser uma oportunidade para as marcas se destacarem em um mercado competitivo.;Embora não haja uma origem específica documentada para o Consumer Day, eventos semelhantes têm surgido globalmente como uma resposta ao aumento da concorrência no varejo e à necessidade de engajar os consumidores em um ambiente de compras cada vez mais digital.;O Consumer Day é frequentemente associado a outras datas comerciais, como a Black Friday e o Dia dos Namorados, criando um calendário de oportunidades para os varejistas.
12/03/2026;Pesca Trade Show;pesca_trade_show;PESCA_TRADE_SHOW;data_comemorativa;False;nacional;BR;;anual;medio;;sazonal;informativo;saiba_mais;Instagram|LinkedIn;carrossel|reels;pesca|náutica|esportes;60.0;50.0;O Pesca Trade Show é um evento anual que reúne profissionais e entusiastas do setor pesqueiro e náutico. A feira apresenta inovações em equipamentos de pesca, técnicas de conservação e sustentabilidade, além de promover networking entre empresas e consumidores. É uma oportunidade para que os participantes conheçam as últimas tendências do mercado e participem de palestras e workshops sobre práticas responsáveis na pesca.;O evento foi criado para atender à demanda crescente por informações e produtos relacionados à pesca esportiva e comercial, promovendo a conscientização sobre a importância da preservação dos recursos hídricos.;O Pesca Trade Show atrai visitantes de diversas partes do mundo, refletindo a popularidade global da pesca como esporte e atividade de lazer.
12/03/2026;Smart Summit;smart_summit;SMART_SUMMIT;data_comemorativa;False;nacional;BR;;anual;medio;;sazonal;informativo;saiba_mais;Instagram|LinkedIn;carrossel|reels;tecnologia|smart cities|inovação;60.0;50.0;O Smart Summit é um evento internacional que reúne especialistas, líderes e inovadores do setor de tecnologia e cidades inteligentes. Acontecendo anualmente, o evento tem como objetivo discutir soluções inovadoras para os desafios urbanos contemporâneos, promovendo a troca de ideias e experiências sobre como a tecnologia pode melhorar a qualidade de vida nas cidades. Em 2026, o Smart Summit promete abordar temas como sustentabilidade, mobilidade urbana e digitalização, refletindo as tendências e necessidades atuais das metrópoles.;O Smart Summit surgiu como uma resposta à crescente urbanização e à necessidade de integrar tecnologia nas infraestruturas urbanas, facilitando a criação de cidades mais inteligentes e eficientes.;Eventos como o Smart Summit têm se tornado cada vez mais relevantes, especialmente em um mundo onde a população urbana continua a crescer, exigindo soluções inovadoras para problemas complexos.
12/03/2026;South By Southwest (sxsw);south_by_southwest_sxsw;SOUTH_BY_SOUTHWEST_SXSW;data_comemorativa;False;nacional;BR;;anual;medio;;sazonal;informativo;saiba_mais;Instagram|LinkedIn;carrossel|reels;tecnologia|música|cinema|internacional;60.0;50.0;O South By Southwest (SXSW) é um festival anual que ocorre em Austin, Texas, celebrando a interseção entre música, cinema e tecnologia. A edição de 2026 está programada para acontecer de 12 a 21 de março e promete reunir artistas, cineastas, desenvolvedores e inovadores de todo o mundo. O evento é conhecido por suas palestras, painéis, exibições de filmes e shows ao vivo, proporcionando uma plataforma para novas ideias e talentos emergentes.;O SXSW foi fundado em 1987 como um festival de música e, ao longo dos anos, expandiu-se para incluir cinema e tecnologia, refletindo as mudanças na indústria criativa.;O SXSW é considerado um dos maiores e mais influentes festivais do mundo, atraindo anualmente milhares de participantes e gerando um impacto significativo na economia local de Austin.
12/03/2026;Dia Mundial Contra a Cibercensura;dia_mundial_contra_a_cibercensura;DIA_MUNDIAL_CONTRA_A_CIBERCENSURA;international;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;internacional|cultural;55.0;55.0;O Dia Mundial Contra a Cibercensura, celebrado em 12 de março, é uma data que visa promover a liberdade de expressão na internet e combater a censura digital. A data é uma iniciativa da organização Repórteres Sem Fronteiras, que busca conscientizar a sociedade sobre os perigos da censura online e a importância do acesso livre à informação. A cibercensura é uma prática crescente em muitos países, onde governos tentam controlar e restringir o que os cidadãos podem acessar e compartilhar na internet.;A data foi estabelecida em 2008, como parte de uma campanha global para defender a liberdade de expressão e os direitos humanos no ambiente digital.;Em 2021, a organização Repórteres Sem Fronteiras destacou que mais de 180 países impõem algum tipo de censura na internet, o que torna a luta pela liberdade digital ainda mais relevante.
12/03/2026;Dia Mundial do Glaucoma;dia_mundial_do_glaucoma;GLAUCOMA;international;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;internacional|cultural;55.0;55.0;O Dia Mundial do Glaucoma é celebrado anualmente no segundo domingo de março, com o objetivo de aumentar a conscientização sobre o glaucoma, uma das principais causas de cegueira no mundo. A data foi criada pela Organização Mundial da Saúde (OMS) e pela Associação Mundial de Glaucoma, visando alertar a população sobre a importância do diagnóstico precoce e do tratamento adequado dessa doença ocular.;A data foi estabelecida em 2008, com o intuito de promover campanhas educativas e incentivar a realização de exames oftalmológicos regulares.;Estima-se que mais de 70 milhões de pessoas no mundo tenham glaucoma, mas muitos não sabem que possuem a doença, pois os sintomas podem ser silenciosos.
12/03/2026;Dia Mundial do Rim;dia_mundial_do_rim;RIM;international;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;internacional|cultural;55.0;55.0;O Dia Mundial do Rim é celebrado anualmente na segunda quinta-feira de março, com o objetivo de aumentar a conscientização sobre a saúde renal e a prevenção de doenças renais. Esta data foi estabelecida pela Federação Internacional de Nefrologia (IFKF) e pela Organização Mundial da Saúde (OMS) em 2006. A campanha busca informar a população sobre a importância da detecção precoce e do tratamento adequado das doenças renais, que afetam milhões de pessoas em todo o mundo.;A iniciativa surgiu para abordar a crescente incidência de doenças renais e a necessidade de promover hábitos saudáveis que contribuam para a saúde dos rins.;Em 2026, a campanha terá como tema específico a importância da saúde renal em todas as idades, destacando que a prevenção deve começar desde a infância.
12/03/2026;Aniversário de Recife;aniversario_de_recife;ANIVERSARIO_DE_RECIFE;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;;50.0;50.0;O aniversário de Recife, celebrado em 12 de março, é uma data que marca a fundação da cidade, ocorrida em 1537. Recife, capital do estado de Pernambuco, é conhecida por sua rica história, cultura vibrante e belezas naturais, como suas praias e rios. A cidade é um importante centro econômico e cultural do Nordeste brasileiro, sendo também um dos principais destinos turísticos do país. Durante as comemorações, são realizadas diversas atividades culturais, incluindo shows, exposições e festivais que celebram a identidade recifense.;A cidade foi fundada por Duarte Coelho Pereira e rapidamente se tornou um importante porto e centro comercial durante o período colonial.;Recife é frequentemente chamada de 'Veneza Brasileira' devido aos seus muitos rios e pontes que cortam a cidade.
12/03/2026;Dia do Bibliotecário;dia_do_bibliotecario;BIBLIOTECARIO;behavior;False;national;BR;;annual;peak;DIA_DO_BIBLIOTEC_RIO;sazonal;conteudo util|informacao|contexto do dia;Saiba mais;Instagram|LinkedIn;carrossel|reels;profissão|biblioteca|contabilidade;45.0;50.0;O Dia do Bibliotecário é comemorado em 12 de março e celebra a importância dos profissionais que atuam na organização, preservação e disseminação do conhecimento por meio das bibliotecas. Esses profissionais são fundamentais para o acesso à informação e à cultura, promovendo a leitura e a educação ao longo da vida.;A data foi escolhida em homenagem à criação da primeira biblioteca pública do Brasil, em 1810, no Rio de Janeiro, e também marca a fundação do Conselho Federal de Biblioteconomia, que regulamenta a profissão no país.;Além de atuar em bibliotecas, os bibliotecários também podem trabalhar em escolas, universidades, arquivos e centros de documentação, desempenhando um papel crucial na curadoria de informações.
12/03/2026;Dia do Empresário Contábil;dia_do_empresario_contabil_03_12;EMPRESARIO_CONTABIL_03_12;data_comemorativa;False;nacional;BR;;anual;pico;DIA_DO_EMPRES_RIO_CONT_BIL;sazonal;utilidade_publica;saiba_mais;Instagram|LinkedIn;carrossel|reels;contabilidade;45.0;50.0;O Dia do Empresário Contábil, celebrado em 12 de fevereiro, é uma data que reconhece a importância dos profissionais da contabilidade no Brasil. Esses profissionais desempenham um papel fundamental na gestão financeira das empresas, contribuindo para a saúde econômica e a conformidade fiscal. A data é uma oportunidade para valorizar a profissão e promover a ética e a responsabilidade na contabilidade.;A data foi instituída para homenagear os contadores e empresários contábeis, destacando suas contribuições para o desenvolvimento econômico do país.;O Dia do Empresário Contábil é uma ocasião para que os profissionais da área se reúnam e discutam inovações e desafios do setor, promovendo a atualização e a troca de experiências.
13/03/2026;Consumer Day 2026 (janela Pre;consumer_day_2026_janela_pre_03_13;CONSUMER_DAY_2026_JANELA_PRE_03_13;retail;False;national;BR;;annual;pre;CONSUMER_DAY_2026;sazonal;aquecimento|lista de desejos|teaser|beneficios;Ativar alerta;Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing;carrossel|reels;varejo|promo|planejamento;75.0;84.0;O Consumer Day, celebrado em 1º de março de 2026, é um evento voltado para o varejo que visa promover a interação entre consumidores e marcas. Este dia é marcado por promoções especiais, descontos e campanhas de marketing que incentivam a compra e a fidelização do cliente. A importância do Consumer Day reside na sua capacidade de impulsionar as vendas e fortalecer a relação entre empresas e consumidores, além de ser uma oportunidade para as marcas se destacarem em um mercado competitivo.;Embora não haja uma origem específica documentada para o Consumer Day, eventos semelhantes têm surgido globalmente como uma resposta ao aumento da concorrência no varejo e à necessidade de engajar os consumidores em um ambiente de compras cada vez mais digital.;O Consumer Day é frequentemente associado a outras datas comerciais, como a Black Friday e o Dia dos Namorados, criando um calendário de oportunidades para os varejistas.
13/03/2026;Expo Cakes;expo_cakes;EXPO_CAKES;data_comemorativa;False;nacional;BR;;anual;medio;;sazonal;informativo;saiba_mais;Instagram|LinkedIn;carrossel|reels;confeitaria|gastronomia|doces;60.0;50.0;A Expo Cakes é um evento dedicado à confeitaria e à gastronomia, reunindo profissionais, entusiastas e amantes de doces. Acontecendo anualmente, a feira oferece workshops, palestras e competições, promovendo a troca de conhecimentos e técnicas entre os participantes. É uma oportunidade para os confeiteiros apresentarem suas criações e inovações no setor, além de proporcionar um espaço para networking e negócios.;Embora não haja informações específicas sobre a origem da Expo Cakes, eventos similares surgiram em resposta ao crescente interesse pela confeitaria artesanal e pela cultura dos doces, especialmente nas últimas décadas.;A Expo Cakes costuma atrair visitantes de diversas partes do Brasil e até do exterior, tornando-se um ponto de encontro para as últimas tendências em confeitaria.
13/03/2026;Dia do Conservacionismo;dia_do_conservacionismo;CONSERVACIONISMO;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0;O Dia do Conservacionismo, celebrado em 13 de março, é uma data que visa promover a conscientização sobre a importância da conservação ambiental e dos recursos naturais. Essa data é uma oportunidade para refletir sobre as práticas sustentáveis e a proteção da biodiversidade, incentivando ações que visem a preservação do meio ambiente. O conservacionismo é fundamental para garantir que as futuras gerações possam usufruir de um planeta saudável e equilibrado.;A data foi estabelecida para lembrar a necessidade de proteger os ecossistemas e promover a sustentabilidade, embora não haja um registro específico sobre sua origem.;O Dia do Conservacionismo é uma oportunidade para diversas organizações e movimentos ambientais realizarem campanhas e eventos educativos, envolvendo a comunidade na discussão sobre práticas sustentáveis.
13/03/2026;Dia Internacional do Leonismo;dia_internacional_do_leonismo_03_13;LEONISMO_03_13;behavior;False;national;BR;;annual;peak;DIA_INTERNACIONAL_DO_LEONISMO;sazonal;conteudo util|informacao|contexto do dia;Saiba mais;Instagram|LinkedIn;carrossel|reels;comunicação|institucional|mídia|serviço;45.0;50.0;O Dia Internacional do Leonismo, celebrado em 13 de janeiro, é uma data que homenageia o trabalho realizado pelos clubes de Leões, uma organização de serviço humanitário que visa ajudar comunidades ao redor do mundo. O leonismo se destaca por suas ações voltadas à solidariedade, promovendo iniciativas em áreas como saúde, educação e assistência social. Essa data é uma oportunidade para reforçar a importância do voluntariado e do engajamento comunitário, além de incentivar a formação de novas parcerias em prol do bem-estar social.;O leonismo foi fundado em 1917, nos Estados Unidos, por Melvin Jones, com o objetivo de unir pessoas dispostas a servir suas comunidades. Desde então, a organização se espalhou globalmente, promovendo o Dia Internacional do Leonismo como uma forma de celebrar suas conquistas e incentivar novos membros.;O lema do leonismo é 'Nós Servimos', refletindo o compromisso dos Leões em ajudar aqueles que mais precisam.
13/03/2026;Dia Mundial do Rádio;dia_mundial_do_radio_03_13;RADIO_03_13;behavior;False;national;BR;;annual;peak;DIA_MUNDIAL_DO_R_DIO;sazonal;conteudo util|informacao|contexto do dia;Saiba mais;Instagram|LinkedIn;carrossel|reels;comunicação|institucional|mídia|serviço;45.0;50.0;O Dia Mundial do Rádio é comemorado em 13 de fevereiro e foi estabelecido pela UNESCO em 2011. A data visa celebrar a importância do rádio na comunicação e na promoção da liberdade de expressão, além de destacar o papel da mídia na construção de sociedades democráticas. O rádio é um meio acessível e eficaz, especialmente em regiões remotas, onde outras formas de comunicação podem não estar disponíveis. A data também serve para promover o uso do rádio como uma ferramenta para o desenvolvimento social e cultural.;A data foi escolhida em homenagem à primeira transmissão de rádio realizada em 13 de fevereiro de 1946, pela ONU, que buscava promover a paz e a compreensão entre os povos.;O rádio continua sendo uma das mídias mais consumidas no mundo, alcançando bilhões de ouvintes diariamente.
14/03/2026;Consumer Day 2026 (janela Pre;consumer_day_2026_janela_pre_03_14;CONSUMER_DAY_2026_JANELA_PRE_03_14;retail;False;national;BR;;annual;pre;CONSUMER_DAY_2026;sazonal;aquecimento|lista de desejos|teaser|beneficios;Ativar alerta;Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing;carrossel|reels;varejo|promo|planejamento;75.0;86.0;O Consumer Day, celebrado em 1º de março de 2026, é um evento voltado para o varejo que visa promover a interação entre consumidores e marcas. Este dia é marcado por promoções especiais, descontos e campanhas de marketing que incentivam a compra e a fidelização do cliente. A importância do Consumer Day reside na sua capacidade de impulsionar as vendas e fortalecer a relação entre empresas e consumidores, além de ser uma oportunidade para as marcas se destacarem em um mercado competitivo.;Embora não haja uma origem específica documentada para o Consumer Day, eventos semelhantes têm surgido globalmente como uma resposta ao aumento da concorrência no varejo e à necessidade de engajar os consumidores em um ambiente de compras cada vez mais digital.;O Consumer Day é frequentemente associado a outras datas comerciais, como a Black Friday e o Dia dos Namorados, criando um calendário de oportunidades para os varejistas.
14/03/2026;Dia Internacional de Luta Contra as Barragens;dia_internacional_de_luta_contra_as_barragens;LUTA_CONTRA_AS_BARRAGENS;international;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;internacional|cultural;55.0;55.0;O Dia Internacional de Luta Contra as Barragens é uma data que visa conscientizar sobre os impactos negativos das barragens na sociedade e no meio ambiente. Celebrado em 14 de março, o evento reúne ativistas, comunidades afetadas e organizações em todo o mundo para protestar contra a construção de barragens que desrespeitam os direitos humanos e causam danos ecológicos. A data é uma oportunidade para discutir alternativas sustentáveis e promover a justiça ambiental.;A data foi estabelecida em 2000 durante o Encontro Internacional de Movimentos de Atingidos por Barragens, realizado em Curitiba, Brasil, onde diversas organizações se uniram para lutar contra os efeitos prejudiciais das barragens.;O movimento contra as barragens é global e inclui a participação de comunidades indígenas e locais que frequentemente são as mais afetadas por esses projetos.
14/03/2026;Dia Internacional da Matemática;dia_internacional_da_matematica;MATEMATICA;international;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;internacional|cultural;55.0;55.0;O Dia Internacional da Matemática é celebrado em 14 de março e foi proclamado pela UNESCO em 2019. A data foi escolhida por coincidir com o dia do aniversário de Albert Einstein, um dos maiores matemáticos e físicos da história. O objetivo da comemoração é promover a importância da matemática na vida cotidiana, na ciência, na tecnologia e na cultura, além de incentivar o ensino e a aprendizagem dessa disciplina em todo o mundo.;A ideia de um dia dedicado à matemática surgiu durante a 40ª Conferência Geral da UNESCO, onde foi aprovada a proposta de celebrar a matemática como uma ferramenta essencial para o desenvolvimento humano.;O dia 14 de março também é conhecido como 'Dia do Pi' (3/14), uma referência à constante matemática π (pi), que representa a razão entre a circunferência de um círculo e seu diâmetro.
14/03/2026;Dia Nacional dos Animais;dia_nacional_dos_animais;DIA_NACIONAL_DOS_ANIMAIS;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0;O Dia Nacional dos Animais, celebrado em 14 de março, é uma data que visa promover a conscientização sobre a proteção e o bem-estar dos animais no Brasil. Este dia é uma oportunidade para discutir questões relacionadas aos direitos dos animais, incentivar a adoção de pets e combater a crueldade e o abandono. A data também busca educar a população sobre a importância da preservação das espécies e do meio ambiente.;A escolha do dia 14 de março remete à data de criação da Lei de Proteção aos Animais, que estabelece normas para a proteção e o bem-estar dos animais no país.;Em algumas cidades, o Dia Nacional dos Animais é celebrado com eventos, feiras de adoção e campanhas de conscientização, envolvendo a comunidade na causa animal.
14/03/2026;Dia da Incontinência Urinária;dia_da_incontinencia_urinaria;INCONTINENCIA_URINARIA;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0;O Dia da Incontinência Urinária, celebrado em 14 de março, tem como objetivo aumentar a conscientização sobre essa condição que afeta milhões de pessoas em todo o mundo. A incontinência urinária é a perda involuntária de urina, que pode ocorrer em diferentes graus e impactar significativamente a qualidade de vida dos indivíduos. A data busca desmistificar o tema, encorajar o diálogo e promover a busca por tratamento adequado.;A data foi instituída para chamar a atenção para a incontinência urinária, que muitas vezes é um tabu e causa constrangimento para aqueles que sofrem com a condição. A escolha do dia 14 de março é uma estratégia para unificar as ações de conscientização em diferentes países.;Estima-se que cerca de 25% das mulheres e 15% dos homens em idade adulta enfrentam algum tipo de incontinência urinária em suas vidas.
14/03/2026;Dia do Pi;dia_do_pi;PI;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0;O Dia do Pi é comemorado em 14 de março (3/14 no formato de data americano), em homenagem à constante matemática π (pi), que representa a razão entre a circunferência de um círculo e seu diâmetro. Este dia é celebrado por matemáticos, estudantes e entusiastas da matemática em todo o mundo, promovendo a educação matemática e a apreciação pela ciência. A data é marcada por atividades que incluem competições de memorização de dígitos de pi, palestras e eventos relacionados à matemática.;A escolha do dia 14 de março remete ao valor aproximado de pi, que é 3,14. A celebração começou nos Estados Unidos na década de 1980 e se espalhou globalmente.;Em 2009, o Congresso dos EUA oficializou o Dia do Pi, reconhecendo sua importância cultural e educacional.
14/03/2026;Dia de Salvar Uma Aranha;dia_de_salvar_uma_aranha;SALVAR_UMA_ARANHA;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0;O Dia de Salvar Uma Aranha, celebrado em 14 de março, é uma data que visa conscientizar as pessoas sobre a importância das aranhas no ecossistema. Esses aracnídeos desempenham um papel crucial no controle de pragas, ajudando a manter o equilíbrio ambiental. A data incentiva a proteção e o respeito por esses animais frequentemente mal compreendidos e temidos. A ideia é promover a educação ambiental e a valorização da biodiversidade.;A data foi criada por ativistas ambientais que buscam combater o preconceito e a aversão que muitas pessoas têm em relação às aranhas, destacando sua importância ecológica.;Embora muitas pessoas sintam medo de aranhas, a maioria das espécies é inofensiva e algumas até ajudam a controlar insetos que podem ser prejudiciais às plantações.
14/03/2026;Dia do Vendedor de Livros;dia_do_vendedor_de_livros;VENDEDOR_DE_LIVROS;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0;O Dia do Vendedor de Livros, celebrado em 14 de março, é uma data que homenageia os profissionais que atuam na venda de livros, reconhecendo sua importância na promoção da leitura e na disseminação do conhecimento. Esses vendedores desempenham um papel fundamental na conexão entre os leitores e as obras literárias, ajudando a cultivar o hábito da leitura e a formação cultural da sociedade.;A data foi instituída para valorizar a profissão e destacar a relevância dos vendedores de livros em um mundo cada vez mais digital, onde a leitura ainda é uma atividade essencial.;Em muitos países, o vendedor de livros é visto como um 'curador' literário, ajudando os leitores a descobrir novas obras e autores, o que reforça a importância desse profissional no mercado editorial.
14/03/2026;Dia dos Carecas;dia_dos_carecas;DIA_DOS_CARECAS;behavior;False;national;BR;;annual;peak;DIA_DOS_CARECAS;sazonal;conteudo util|informacao|contexto do dia;Saiba mais;Instagram|LinkedIn;carrossel|reels;comportamental|romance|humor|amor;45.0;50.0;O Dia dos Carecas, celebrado em 14 de março, é uma data que visa celebrar a diversidade e a aceitação das diferentes aparências, especialmente a calvície. A data é marcada por eventos humorísticos e campanhas que promovem o amor-próprio e a autoestima entre aqueles que não têm cabelo. É uma oportunidade para que as pessoas carecas se unam e compartilhem suas experiências, além de promover a descontração em relação a um tema que pode ser sensível para muitos.;A origem exata do Dia dos Carecas não é amplamente documentada, mas a data ganhou popularidade nas redes sociais como uma forma de celebrar a individualidade e combater estigmas relacionados à aparência.;Em algumas culturas, a calvície é vista como um sinal de sabedoria e maturidade, o que contribui para a aceitação e celebração dessa característica.
14/03/2026;Dia de São Valentim;dia_de_sao_valentim_03_14;SAO_VALENTIM_03_14;data_comemorativa;False;nacional;BR;;anual;pico;DIA_DE_S_O_VALENTIM;sazonal;utilidade_publica;saiba_mais;Instagram|LinkedIn;carrossel|reels;amor;45.0;50.0;O Dia de São Valentim, celebrado em 14 de fevereiro, é conhecido mundialmente como o Dia dos Namorados, especialmente em países como Estados Unidos, Reino Unido e Canadá. É uma data dedicada à celebração do amor e do afeto entre casais, onde é comum a troca de cartões, flores, chocolates e presentes. Muitas pessoas aproveitam a ocasião para expressar seus sentimentos e fortalecer os laços afetivos.;A origem da data remonta ao século III, quando o sacerdote Valentim, em Roma, desafiou as ordens do imperador Cláudio II, que proibiu casamentos para jovens, acreditando que homens solteiros eram melhores soldados. Valentim continuou a realizar casamentos em segredo e, por isso, foi preso e executado em 14 de fevereiro. Com o tempo, a data se transformou em uma celebração do amor romântico.;Em alguns países, como o Japão, as mulheres presenteiam os homens com chocolates no Dia de São Valentim, enquanto os homens retribuem no Dia Branco, celebrado em 14 de março.
15/03/2026;Consumer Day 2026;consumer_day_2026;CONSUMER_DAY_2026;retail;False;national;BR;;annual;peak;CONSUMER_DAY_2026;sazonal;oferta forte|prova social|escassez|comparativo;Comprar agora;MetaAds|GoogleAds;carrossel|reels;varejo|promo|ecommerce;95.0;100.0;O Consumer Day, celebrado em 15 de março, é um evento que visa promover a conscientização sobre os direitos dos consumidores e a importância do consumo responsável. Em 2026, essa data se destaca no calendário do varejo, especialmente no contexto do e-commerce, onde as promoções e ofertas são amplamente divulgadas. O evento incentiva tanto os consumidores a se informarem sobre seus direitos quanto os varejistas a adotarem práticas éticas e transparentes.;A data foi criada para celebrar o Dia Mundial dos Direitos do Consumidor, que remonta a 1962, quando o presidente dos EUA, John F. Kennedy, apresentou os direitos básicos dos consumidores. Desde então, a data tem sido observada em várias partes do mundo, incluindo ações e campanhas de conscientização.;O Consumer Day tem se tornado uma oportunidade para que empresas do varejo lancem promoções especiais, atraindo consumidores e impulsionando as vendas no início do ano.
15/03/2026;Dia Internacional de Combate à Islamofobia;dia_internacional_de_combate_a_islamofobia;COMBATE_A_ISLAMOFOBIA;international;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;internacional|cultural;55.0;55.0;O Dia Internacional de Combate à Islamofobia, celebrado em 15 de março, tem como objetivo promover a conscientização sobre a discriminação e o preconceito enfrentados por muçulmanos em todo o mundo. A data foi estabelecida pela Assembleia Geral das Nações Unidas em 2022, como uma resposta ao aumento da islamofobia e da intolerância religiosa. Através de campanhas educativas e eventos, busca-se fomentar o respeito e a compreensão entre diferentes culturas e religiões.;A data foi criada em resposta ao crescente número de ataques e atos de discriminação contra muçulmanos, especialmente após eventos como os atentados de 11 de setembro de 2001, que intensificaram estigmas e preconceitos.;O termo 'islamofobia' refere-se ao medo, ódio ou preconceito contra o Islã e seus praticantes, e sua crescente prevalência tem gerado debates sobre liberdade de expressão e direitos humanos.
15/03/2026;Dia Mundial do Consumidor;dia_mundial_do_consumidor;CONSUMIDOR;international;False;national;BR;;annual;pico;DIA_DO_CONSUMIDOR;sazonal;utilidade_publica;Saiba mais;Instagram|LinkedIn;carrossel|reels;internacional|cultural;55.0;55.0;O Dia Mundial do Consumidor, celebrado em 15 de março, é uma data que visa promover os direitos dos consumidores e conscientizar sobre a importância de práticas de consumo responsáveis. Instituído em 1983, o evento foi criado a partir da visão do presidente dos Estados Unidos, John F. Kennedy, que, em um discurso, destacou os direitos básicos dos consumidores. A data é marcada por campanhas educativas e ações que buscam proteger os consumidores contra práticas abusivas e garantir que tenham acesso a produtos e serviços de qualidade.;A data foi proposta por John F. Kennedy em 1962, mas sua celebração global começou em 1983, promovendo a defesa dos direitos do consumidor em todo o mundo.;O Dia Mundial do Consumidor é comemorado em diversos países com eventos, palestras e atividades que visam empoderar os consumidores e promover a transparência nas relações de consumo.
15/03/2026;Dia das Confissões Sinceras;dia_das_confissoes_sinceras;DIA_DAS_CONFISSOES_SINCERAS;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0;O Dia das Confissões Sinceras, celebrado em 15 de março, é uma data que promove a reflexão e a honestidade nas relações interpessoais. A data incentiva as pessoas a se abrirem sobre seus sentimentos, pensamentos e experiências, promovendo um ambiente de empatia e compreensão. Embora não seja uma data oficial, sua importância cultural reside na valorização da sinceridade e da transparência nas interações sociais, contribuindo para a construção de relacionamentos mais saudáveis e autênticos.;Não há informações disponíveis sobre a origem específica do Dia das Confissões Sinceras.;A prática de confessar sentimentos e pensamentos pode ser encontrada em diversas culturas e tradições, sendo considerada uma forma de libertação emocional.
