data;evento;evento_key;codigo_evento;tipo_evento;oficial;abrangencia;territorio;cidade;periodicidade;nivel_impacto;janela_ativacao;momento_no_ano;abordagem_editorial;cta_sugerido;canais_sugeridos;formato_sugerido;tags_editoriais;score_relevancia;score_editorial
21/04/2026;Norte Show;norte_show;NORTE_SHOW;data_comemorativa;False;nacional;BR;;anual;medio;;sazonal;informativo;saiba_mais;Instagram|LinkedIn;carrossel|reels;agro|tecnologia|norte;60.0;50.0
21/04/2026;Dia Mundial da Criatividade e Inovação;dia_mundial_da_criatividade_e_inovacao;CRIATIVIDADE_E_INOVACAO;international;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;internacional|cultural;55.0;55.0
21/04/2026;Aniversário de Brasília;aniversario_de_brasilia;ANIVERSARIO_DE_BRASILIA;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;;50.0;50.0
21/04/2026;Inauguração de Brasília (1960);inauguracao_de_brasilia_1960;INAUGURACAO_DE_BRASILIA_1960;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;datas_comemorativas|cultural;50.0;55.0
21/04/2026;Dia da Latinidade;dia_da_latinidade;LATINIDADE;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0
21/04/2026;Dia da Polícia CIVIL;dia_da_policia_civil;POLICIA_CIVIL;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0
21/04/2026;Dia do Têxtil;dia_do_textil;TEXTIL;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0
21/04/2026;Dia de Tiradentes (inconfidência Mineira);dia_de_tiradentes_inconfidencia_mineira;TIRADENTES_INCONFIDENCIA_MINEIRA;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;datas_comemorativas|cultural;50.0;55.0
22/04/2026;Dia do Agente de Viagem;dia_do_agente_de_viagem;AGENTE_DE_VIAGEM;cultural;False;national;BR;;annual;peak;DIA_DO_AGENTE_DE_VIAGEM;sazonal;conteudo util|informacao|contexto do dia;Saiba mais;Instagram|LinkedIn;carrossel|reels;histórico|profissão|religioso|brasil|turismo|católico;60.0;65.0
22/04/2026;Dia do Descobrimento do Brasil;dia_do_descobrimento_do_brasil;DESCOBRIMENTO_DO_BRASIL;cultural;False;national;BR;;annual;peak;DIA_DO_DESCOBRIMENTO_DO_BRASIL;sazonal;conteudo util|informacao|contexto do dia;Saiba mais;Instagram|LinkedIn;carrossel|reels;histórico|profissão|religioso|brasil|turismo|católico;60.0;65.0
22/04/2026;Heli Xp;heli_xp;HELI_XP;data_comemorativa;False;nacional;BR;;anual;medio;;sazonal;informativo;saiba_mais;Instagram|LinkedIn;carrossel|reels;aviação|helicópteros|aeronáutica;60.0;50.0
22/04/2026;Dia de Santo André;dia_de_santo_andre_04_22;SANTO_ANDRE_04_22;data_comemorativa;False;nacional;BR;;anual;pico;DIA_DE_SANTO_ANDR_;sazonal;utilidade_publica;saiba_mais;Instagram|LinkedIn;carrossel|reels;católico;60.0;65.0
22/04/2026;Dia da Terra (terra Dia);dia_da_terra_terra_dia;TERRA_TERRA_DIA;international;False;national;BR;;annual;peak;DIA_DA_TERRA_EARTH_DAY_;sazonal;conteudo educativo|institucional|acao pratica;Saiba mais;Instagram|LinkedIn;carrossel|reels;;55.0;55.0
22/04/2026;Dia da Aviação de Caça;dia_da_aviacao_de_caca;AVIACAO_DE_CACA;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0
22/04/2026;Dia da Comunidade Luso-brasileira;dia_da_comunidade_lusobrasileira;COMUNIDADE_LUSO_BRASILEIRA;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0
22/04/2026;Data Festiva da Força Aérea Brasileira;data_festiva_da_forca_aerea_brasileira;DATA_FESTIVA_DA_FORCA_AEREA_BRASILEIRA;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0
22/04/2026;Dia do Descobrimento do Brasil (1500);dia_do_descobrimento_do_brasil_1500;DESCOBRIMENTO_DO_BRASIL_1500;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;datas_comemorativas|cultural;50.0;55.0
22/04/2026;Dia da Terra;dia_da_terra;TERRA;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0
22/04/2026;Dia Nacional da Tontura;dia_nacional_da_tontura;TONTURA;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0
23/04/2026;Copa – Congresso Paulista de Anestesiologia;copa_congresso_paulista_de_anestesiologia;COPA_CONGRESSO_PAULISTA_DE_ANESTESIOLOGIA;data_comemorativa;False;nacional;BR;;anual;medio;;sazonal;informativo;saiba_mais;Instagram|LinkedIn;carrossel|reels;medicina|anestesiologia|saúde;60.0;50.0
23/04/2026;Mara Cakes Fair São Paulo;mara_cakes_fair_sao_paulo;MARA_CAKES_FAIR_SAO_PAULO;data_comemorativa;False;nacional;BR;;anual;medio;;sazonal;informativo;saiba_mais;Instagram|LinkedIn;carrossel|reels;confeitaria|gastronomia|doces;60.0;50.0
23/04/2026;Dia Internacional da Medicina Integrativa;dia_internacional_da_medicina_integrativa_04_23;MEDICINA_INTEGRATIVA_04_23;cultural;False;national;BR;;annual;peak;DIA_INTERNACIONAL_DA_MEDICINA_INTEGRATIVA;sazonal;conteudo util|informacao|contexto do dia;Saiba mais;Instagram|LinkedIn;carrossel|reels;religioso|institucional|profissão|saúde|católico|escotismo|metalurgia|medicina;60.0;65.0
23/04/2026;Mtm – Minas Travel Market;mtm_minas_travel_market;MTM_MINAS_TRAVEL_MARKET;data_comemorativa;False;nacional;BR;;anual;medio;;sazonal;informativo;saiba_mais;Instagram|LinkedIn;carrossel|reels;turismo|viagens|minas gerais;60.0;50.0
23/04/2026;Dia de São Jorge;dia_de_sao_jorge;SAO_JORGE;cultural;False;national;BR;;annual;peak;DIA_DE_S_O_JORGE;sazonal;conteudo util|informacao|contexto do dia;Saiba mais;Instagram|LinkedIn;carrossel|reels;religioso|institucional|profissão|saúde|católico|escotismo|metalurgia|medicina;60.0;65.0
23/04/2026;Dia do Serralheiro;dia_do_serralheiro;SERRALHEIRO;data_comemorativa;False;nacional;BR;;anual;pico;DIA_DO_SERRALHEIRO;sazonal;utilidade_publica;saiba_mais;Instagram|LinkedIn;carrossel|reels;metalurgia;60.0;65.0
23/04/2026;Dia Internacional de Cutucar o Nariz;dia_internacional_de_cutucar_o_nariz;CUTUCAR_O_NARIZ;international;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;internacional|cultural;55.0;55.0
23/04/2026;Dia Mundial do Escoteiro;dia_mundial_do_escoteiro;ESCOTEIRO;international;False;national;BR;;annual;pico;DIA_DO_ESCOTEIRO;sazonal;utilidade_publica;Saiba mais;Instagram|LinkedIn;carrossel|reels;religioso|institucional|profissão|saúde|católico|escotismo|metalurgia|medicina;55.0;55.0
23/04/2026;Dia Mundial do Livro e dos Direitos de Autor;dia_mundial_do_livro_e_dos_direitos_de_autor;LIVRO_E_DOS_DIREITOS_DE_AUTOR;international;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;internacional|cultural;55.0;55.0
23/04/2026;Dia Nacional do Choro;dia_nacional_do_choro;CHORO;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0
23/04/2026;Dia das Meninas nas Tecnologias de Informação e Comunicação;dia_das_meninas_nas_tecnologias_de_informacao_e_comunicacao;DIA_DAS_MENINAS_NAS_TECNOLOGIAS_DE_INFORMACAO_E_COMUNICACAO;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0
23/04/2026;Dia Nacional da Educação de Surdos;dia_nacional_da_educacao_de_surdos;EDUCACAO_DE_SURDOS;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0
23/04/2026;Dia da Língua Espanhola;dia_da_lingua_espanhola;LINGUA_ESPANHOLA;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0
23/04/2026;Dia da Língua Inglesa;dia_da_lingua_inglesa;LINGUA_INGLESA;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0
23/04/2026;Dia do Torcedor Corinthiano;dia_do_torcedor_corinthiano;TORCEDOR_CORINTHIANO;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0
24/04/2026;Arnold Sports Festival South America;arnold_sports_festival_south_america;ARNOLD_SPORTS_FESTIVAL_SOUTH_AMERICA;data_comemorativa;False;nacional;BR;;anual;medio;;sazonal;informativo;saiba_mais;Instagram|LinkedIn;carrossel|reels;esportes|fitness|bodybuilding;60.0;50.0
24/04/2026;Dia Mundial de Combate à Meningite;dia_mundial_de_combate_a_meningite;COMBATE_A_MENINGITE;international;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;internacional|cultural;55.0;55.0
24/04/2026;Dia Internacional do Jovem Trabalhador;dia_internacional_do_jovem_trabalhador;JOVEM_TRABALHADOR;international;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;internacional|cultural;55.0;55.0
24/04/2026;Dia Internacional do Milho;dia_internacional_do_milho;MILHO;international;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;internacional|cultural;55.0;55.0
24/04/2026;Dia Mundial do Multilateralismo e da Diplomacia para a Paz;dia_mundial_do_multilateralismo_e_da_diplomacia_para_a_paz;MULTILATERALISMO_E_DA_DIPLOMACIA_PARA_A_PAZ;international;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;internacional|cultural;55.0;55.0
24/04/2026;Dia do Boi;dia_do_boi;BOI;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0
24/04/2026;Dia do Chimarrão;dia_do_chimarrao;CHIMARRAO;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0
24/04/2026;Dia do Churrasco;dia_do_churrasco;CHURRASCO;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0
24/04/2026;Dia Nacional da Família na Escola;dia_nacional_da_familia_na_escola;FAMILIA_NA_ESCOLA;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0
24/04/2026;Dia de Libras (língua Brasileira de Sinais);dia_de_libras_lingua_brasileira_de_sinais;LIBRAS_LINGUA_BRASILEIRA_DE_SINAIS;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;datas_comemorativas|cultural;50.0;55.0
24/04/2026;Dia Nacional da Língua Brasileira de Sinais;dia_nacional_da_lingua_brasileira_de_sinais;LINGUA_BRASILEIRA_DE_SINAIS;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0
24/04/2026;Dia do Penitenciário;dia_do_penitenciario;PENITENCIARIO;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0
24/04/2026;Dia do Samurai;dia_do_samurai;SAMURAI;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0
24/04/2026;Dia da Educação;dia_da_educacao_04_24;EDUCACAO_04_24;behavior;False;national;BR;;annual;peak;DIA_DA_EDUCA_O;sazonal;conteudo util|informacao|contexto do dia;Saiba mais;Instagram|LinkedIn;carrossel|reels;acessibilidade|educação|inclusão|literatura|ensino;45.0;50.0
24/04/2026;Dia de Libras;dia_de_libras;LIBRAS;behavior;False;national;BR;;annual;peak;DIA_DE_LIBRAS;sazonal;conteudo util|informacao|contexto do dia;Saiba mais;Instagram|LinkedIn;carrossel|reels;acessibilidade|educação|inclusão|literatura|ensino;45.0;50.0
24/04/2026;Dia Mundial do Livro;dia_mundial_do_livro;LIVRO;data_comemorativa;False;nacional;BR;;anual;pico;DIA_MUNDIAL_DO_LIVRO;sazonal;utilidade_publica;saiba_mais;Instagram|LinkedIn;carrossel|reels;literatura;45.0;50.0
25/04/2026;Festival do Cordeiro de Hidrolndia;festival_do_cordeiro_de_hidrolndia;FESTIVAL_DO_CORDEIRO_DE_HIDROLNDIA;data_comemorativa;False;nacional;BR;;anual;medio;;sazonal;informativo;saiba_mais;Instagram|LinkedIn;carrossel|reels;gastronomia|cultura|regional;60.0;50.0
25/04/2026;Rio Boat Show;rio_boat_show;RIO_BOAT_SHOW;data_comemorativa;False;nacional;BR;;anual;medio;;sazonal;informativo;saiba_mais;Instagram|LinkedIn;carrossel|reels;náutica|barcos|esportes;60.0;50.0
25/04/2026;Dia Internacional de Consciencialização para a Alienação Parental;dia_internacional_de_consciencializacao_para_a_alienacao_parental;CONSCIENCIALIZACAO_PARA_A_ALIENACAO_PARENTAL;international;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;internacional|cultural;55.0;55.0
25/04/2026;Dia Mundial da Luta Contra a Malária;dia_mundial_da_luta_contra_a_malaria;LUTA_CONTRA_A_MALARIA;international;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;internacional|cultural;55.0;55.0
25/04/2026;Dia Mundial da Medicina Veterinária;dia_mundial_da_medicina_veterinaria;MEDICINA_VETERINARIA;international;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;internacional|cultural;55.0;55.0
25/04/2026;Dia Mundial do Pinguim;dia_mundial_do_pinguim_04_25;PINGUIM_04_25;international;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;internacional|cultural;55.0;55.0
25/04/2026;Dia da Contabilidade;dia_da_contabilidade;CONTABILIDADE;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0
25/04/2026;Dia do Dna;dia_do_dna;DNA;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0
25/04/2026;Dia do Carteiro;dia_do_carteiro_04_25;CARTEIRO_04_25;behavior;False;national;BR;;annual;peak;DIA_DO_CARTEIRO;sazonal;conteudo util|informacao|contexto do dia;Saiba mais;Instagram|LinkedIn;carrossel|reels;profissão|alfândega|contabilidade|correios;45.0;50.0
25/04/2026;Dia do Despachante Aduaneiro;dia_do_despachante_aduaneiro;DESPACHANTE_ADUANEIRO;behavior;False;national;BR;;annual;peak;DIA_DO_DESPACHANTE_ADUANEIRO;sazonal;conteudo util|informacao|contexto do dia;Saiba mais;Instagram|LinkedIn;carrossel|reels;profissão|alfândega|contabilidade|correios;45.0;50.0
25/04/2026;Dia do Profissional da Contabilidade;dia_do_profissional_da_contabilidade;PROFISSIONAL_DA_CONTABILIDADE;data_comemorativa;False;nacional;BR;;anual;pico;DIA_DO_PROFISSIONAL_DA_CONTABILIDADE;sazonal;utilidade_publica;saiba_mais;Instagram|LinkedIn;carrossel|reels;contabilidade;45.0;50.0
26/04/2026;Mothers Day 2026 (janela Pre;mothers_day_2026_janela_pre;MOTHERS_DAY_2026_JANELA_PRE;retail;False;national;BR;;annual;pre;MOTHERS_DAY_2026;sazonal;aquecimento|lista de desejos|teaser|beneficios;Ativar alerta;Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing;carrossel|reels;varejo|promo|planejamento;80.0;60.0
26/04/2026;Fit 0/16;fit_016;FIT_0_16;data_comemorativa;False;nacional;BR;;anual;medio;;sazonal;informativo;saiba_mais;Instagram|LinkedIn;carrossel|reels;infantil|moda|bebê;60.0;50.0
26/04/2026;Pueri Expo;pueri_expo;PUERI_EXPO;data_comemorativa;False;nacional;BR;;anual;medio;;sazonal;informativo;saiba_mais;Instagram|LinkedIn;carrossel|reels;educação|infantil|pedagogia;60.0;50.0
26/04/2026;Dia Internacional de Lembrança do Desastre de Chernobyl;dia_internacional_de_lembranca_do_desastre_de_chernobyl;LEMBRANCA_DO_DESASTRE_DE_CHERNOBYL;international;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;internacional|cultural;55.0;55.0
26/04/2026;Dia Mundial da Propriedade Intelectual;dia_mundial_da_propriedade_intelectual;PROPRIEDADE_INTELECTUAL;international;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;internacional|cultural;55.0;55.0
26/04/2026;Dia de Abraçar Um Australiano;dia_de_abracar_um_australiano;ABRACAR_UM_AUSTRALIANO;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0
26/04/2026;Dia do Juiz Trabalhista;dia_do_juiz_trabalhista;JUIZ_TRABALHISTA;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0
26/04/2026;Dia de Prevenção e Combate à Hipertensão;dia_de_prevencao_e_combate_a_hipertensao;PREVENCAO_E_COMBATE_A_HIPERTENSAO;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0
26/04/2026;Dia do Engraxate;dia_do_engraxate;ENGRAXATE;behavior;False;national;BR;;annual;peak;DIA_DO_ENGRAXATE;sazonal;conteudo util|informacao|contexto do dia;Saiba mais;Instagram|LinkedIn;carrossel|reels;profissão|esporte|comportamental|serviços|futebol|reflexão;45.0;50.0
26/04/2026;Dia do Goleiro;dia_do_goleiro;GOLEIRO;data_comemorativa;False;nacional;BR;;anual;pico;DIA_DO_GOLEIRO;sazonal;utilidade_publica;saiba_mais;Instagram|LinkedIn;carrossel|reels;futebol;45.0;50.0
26/04/2026;Dia da Gula;dia_da_gula_04_26;GULA_04_26;data_comemorativa;False;nacional;BR;;anual;pico;DIA_DA_GULA;sazonal;utilidade_publica;saiba_mais;Instagram|LinkedIn;carrossel|reels;reflexão;45.0;50.0
27/04/2026;Mothers Day 2026 (janela Pre;mothers_day_2026_janela_pre_04_27;MOTHERS_DAY_2026_JANELA_PRE_04_27;retail;False;national;BR;;annual;pre;MOTHERS_DAY_2026;sazonal;aquecimento|lista de desejos|teaser|beneficios;Ativar alerta;Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing;carrossel|reels;varejo|promo|planejamento;80.0;62.0
27/04/2026;Agrishow;agrishow;AGRISHOW;data_comemorativa;False;nacional;BR;;anual;medio;;sazonal;informativo;saiba_mais;Instagram|LinkedIn;carrossel|reels;agro|tecnologia|maquinário;60.0;50.0
27/04/2026;Dia Mundial do Design Gráfico;dia_mundial_do_design_grafico;DESIGN_GRAFICO;international;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;internacional|cultural;55.0;55.0
27/04/2026;Dia do Código Morse;dia_do_codigo_morse;CODIGO_MORSE;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0
27/04/2026;Dia do Engraxate;dia_do_engraxate_04_27;ENGRAXATE_04_27;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0
27/04/2026;Dia da Empregada Doméstica;dia_da_empregada_domestica;EMPREGADA_DOMESTICA;behavior;False;national;BR;;annual;peak;DIA_DA_EMPREGADA_DOM_STICA;sazonal;conteudo util|informacao|contexto do dia;Saiba mais;Instagram|LinkedIn;carrossel|reels;profissão|trabalho|comunicação;45.0;50.0
27/04/2026;Dia do Orador;dia_do_orador_04_27;ORADOR_04_27;data_comemorativa;False;nacional;BR;;anual;pico;DIA_DO_ORADOR;sazonal;utilidade_publica;saiba_mais;Instagram|LinkedIn;carrossel|reels;comunicação;45.0;50.0
28/04/2026;Mothers Day 2026 (janela Pre;mothers_day_2026_janela_pre_04_28;MOTHERS_DAY_2026_JANELA_PRE_04_28;retail;False;national;BR;;annual;pre;MOTHERS_DAY_2026;sazonal;aquecimento|lista de desejos|teaser|beneficios;Ativar alerta;Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing;carrossel|reels;varejo|promo|planejamento;80.0;64.0
28/04/2026;Dia Mundial da Segurança e da Saúde no Trabalho;dia_mundial_da_seguranca_e_da_saude_no_trabalho;SEGURANCA_E_DA_SAUDE_NO_TRABALHO;international;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;internacional|cultural;55.0;55.0
28/04/2026;Dia Nacional da Caatinga;dia_nacional_da_caatinga;CAATINGA;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0
28/04/2026;Dia Nacional em Memória das Vítimas de Acidentes e Doenças do Trabalho;dia_nacional_em_memoria_das_vitimas_de_acidentes_e_doencas_do_trabalho;DIA_NACIONAL_EM_MEMORIA_DAS_VITIMAS_DE_ACIDENTES_E_DOENCAS_DO_TRABALHO;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0
28/04/2026;Dia da Educação;dia_da_educacao_04_28;EDUCACAO_04_28;behavior;False;national;BR;;annual;peak;DIA_DA_EDUCA_O;sazonal;conteudo util|informacao|contexto do dia;Saiba mais;Instagram|LinkedIn;carrossel|reels;educação|comportamental|profissão|ensino|família|porto;45.0;50.0
28/04/2026;Dia do Portuário;dia_do_portuario_04_28;PORTUARIO_04_28;data_comemorativa;False;nacional;BR;;anual;pico;DIA_DO_PORTU_RIO;sazonal;utilidade_publica;saiba_mais;Instagram|LinkedIn;carrossel|reels;porto;45.0;50.0
28/04/2026;Dia da Sogra;dia_da_sogra;SOGRA;data_comemorativa;False;nacional;BR;;anual;pico;DIA_DA_SOGRA;sazonal;utilidade_publica;saiba_mais;Instagram|LinkedIn;carrossel|reels;família;45.0;50.0
29/04/2026;Mothers Day 2026 (janela Pre;mothers_day_2026_janela_pre_04_29;MOTHERS_DAY_2026_JANELA_PRE_04_29;retail;False;national;BR;;annual;pre;MOTHERS_DAY_2026;sazonal;aquecimento|lista de desejos|teaser|beneficios;Ativar alerta;Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing;carrossel|reels;varejo|promo|planejamento;80.0;66.0
29/04/2026;New Meat Brazil;new_meat_brazil;NEW_MEAT_BRAZIL;data_comemorativa;False;nacional;BR;;anual;medio;;sazonal;informativo;saiba_mais;Instagram|LinkedIn;carrossel|reels;proteína|alimentos|inovação;60.0;50.0
29/04/2026;Plant-based Tech;plantbased_tech;PLANT_BASED_TECH;data_comemorativa;False;nacional;BR;;anual;medio;;sazonal;informativo;saiba_mais;Instagram|LinkedIn;carrossel|reels;alimentos|plant-based|sustentabilidade;60.0;50.0
29/04/2026;Dia Internacional do Cão-guia;dia_internacional_do_caoguia;CAO_GUIA;international;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;internacional|cultural;55.0;55.0
29/04/2026;Dia Internacional da Conscientização Sobre o Ruído;dia_internacional_da_conscientizacao_sobre_o_ruido;CONSCIENTIZACAO_SOBRE_O_RUIDO;international;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;internacional|cultural;55.0;55.0
29/04/2026;Dia de Santa Catarina de Sena;dia_de_santa_catarina_de_sena;SANTA_CATARINA_DE_SENA;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0
29/04/2026;Dia Internacional da Dança;dia_internacional_da_danca;DANCA;behavior;False;national;BR;;annual;peak;DIA_INTERNACIONAL_DA_DAN_A;sazonal;conteudo util|informacao|contexto do dia;Saiba mais;Instagram|LinkedIn;carrossel|reels;arte|direitos|dança|lgbtqia+;45.0;50.0
29/04/2026;Dia Nacional da Visibilidade Trans;dia_nacional_da_visibilidade_trans_04_29;VISIBILIDADE_TRANS_04_29;data_comemorativa;False;nacional;BR;;anual;pico;DIA_NACIONAL_DA_VISIBILIDADE_TRANS;sazonal;utilidade_publica;saiba_mais;Instagram|LinkedIn;carrossel|reels;lgbtqia+;45.0;50.0
30/04/2026;Mothers Day 2026 (janela Pre;mothers_day_2026_janela_pre_04_30;MOTHERS_DAY_2026_JANELA_PRE_04_30;retail;False;national;BR;;annual;pre;MOTHERS_DAY_2026;sazonal;aquecimento|lista de desejos|teaser|beneficios;Ativar alerta;Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing;carrossel|reels;varejo|promo|planejamento;80.0;68.0
30/04/2026;Exporaiz – Feira Nacional dos Campistas Raiz;exporaiz_feira_nacional_dos_campistas_raiz;EXPORAIZ_FEIRA_NACIONAL_DOS_CAMPISTAS_RAIZ;data_comemorativa;False;nacional;BR;;anual;medio;;sazonal;informativo;saiba_mais;Instagram|LinkedIn;carrossel|reels;camping|lazer|turismo;60.0;50.0
30/04/2026;Gamescom Latam;gamescom_latam;GAMESCOM_LATAM;data_comemorativa;False;nacional;BR;;anual;medio;;sazonal;informativo;saiba_mais;Instagram|LinkedIn;carrossel|reels;games|tecnologia|entretenimento;60.0;50.0
30/04/2026;Jornada Paulista de Radiologia – Jpr;jornada_paulista_de_radiologia_jpr;JORNADA_PAULISTA_DE_RADIOLOGIA_JPR;data_comemorativa;False;nacional;BR;;anual;medio;;sazonal;informativo;saiba_mais;Instagram|LinkedIn;carrossel|reels;medicina|radiologia|saúde;60.0;50.0
30/04/2026;Dia Internacional do Jazz;dia_internacional_do_jazz;JAZZ;international;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;internacional|cultural;55.0;55.0
