date_iso,event_name,event_type,segment_tags,country,state,city,recurrence,priority_0_100,risk_weight_0_100,window_key,window_phase,locality_scope,content_angles,default_cta,platform_fit,notes,source_hint,rule,date_type
2026-03-26,Dia do Cacau,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-03-26,Dia do Mercosul,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-03-26,Dia da Gula,behavior,comportamental|reflexão,BR,,,annual,45,50,DIA_DA_GULA,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-03-27,Dia do Circo,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-03-27,Dia Mundial do Teatro,behavior,arte|profissão|teatro|urbano|comunicação,BR,,,annual,45,50,DIA_MUNDIAL_DO_TEATRO,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-03-27,Dia do Graffiti,behavior,arte|profissão|teatro|urbano|comunicação,BR,,,annual,45,50,DIA_DO_GRAFFITI,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-03-27,Dia do Orador,behavior,arte|profissão|teatro|urbano|comunicação,BR,,,annual,45,50,DIA_DO_ORADOR,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-03-28,Hora do Planeta,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-03-28,Dia do Diagramador,behavior,profissão|design|editorial|porto,BR,,,annual,45,50,DIA_DO_DIAGRAMADOR,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-03-28,Dia do Portuário,behavior,profissão|design|editorial|porto,BR,,,annual,45,50,DIA_DO_PORTU_RIO,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-03-28,Dia do Revisor,behavior,profissão|design|editorial|porto,BR,,,annual,45,50,DIA_DO_REVISOR,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-03-29,Domingo de Ramos,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-03-29,Aniversario de Curitiba,regional,regional|varejo|comunidade,BR,PR,Curitiba,annual,45,55,ANNIV_CURITIBA_2026,peak,city,orgulho local|historia|beneficios na regiao,Confira,Instagram|Facebook,Data municipal (expansivel por base plugavel),Curadoria regional (exemplo),,
2026-03-29,Aniversario de Salvador,regional,regional|varejo|comunidade,BR,BA,Salvador,annual,45,55,ANNIV_SALVADOR_2026,peak,city,orgulho local|historia|beneficios na regiao,Confira,Instagram|Facebook,Data municipal (expansivel por base plugavel),Curadoria regional (exemplo),,
2026-03-29,Dia Internacional do Hanseniano,behavior,direitos|saúde|lgbtqia+|medicina,BR,,,annual,45,50,DIA_INTERNACIONAL_DO_HANSENIANO,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-03-29,Dia Nacional da Visibilidade Trans,behavior,direitos|saúde|lgbtqia+|medicina,BR,,,annual,45,50,DIA_NACIONAL_DA_VISIBILIDADE_TRANS,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-03-30,Dia Internacional do Lixo Zero,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-03-30,Dia Mundial do Transtorno Bipolar,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-03-30,Dia da Saudade,behavior,arte|profissão|comportamental|hq|sustentabilidade|emoção,BR,,,annual,45,50,DIA_DA_SAUDADE,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-03-30,Dia do Engenheiro Ambiental,behavior,arte|profissão|comportamental|hq|sustentabilidade|emoção,BR,,,annual,45,50,DIA_DO_ENGENHEIRO_AMBIENTAL,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-03-30,Dia do Quadrinho Nacional,behavior,arte|profissão|comportamental|hq|sustentabilidade|emoção,BR,,,annual,45,50,DIA_DO_QUADRINHO_NACIONAL,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-03-31,Dia Internacional da Visibilidade Transgênero,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-03-31,Dia Mundial do Backup,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-03-31,Dia da Integração Nacional,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-03-31,Dia da Saúde e Nutrição,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-03-31,Dia Mundial do Mágico,behavior,arte|entretenimento|ilusionismo|show,BR,,,annual,45,50,DIA_MUNDIAL_DO_M_GICO,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-04-01,Dia Internacional da Diversão no Trabalho,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-04-01,Dia da Abolição da Escravidão dos Índios,cultural,cultural|histórico|humor|indígena,BR,,,annual,55,60,DIA_DA_ABOLI_O_DA_ESCRAVID_O_DOS_NDIOS,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-04-01,Dia da Mentira,cultural,cultural|histórico|humor|indígena,BR,,,annual,55,60,DIA_DA_MENTIRA,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-04-01,Dia da Abolição da Escravidão dos Índios - 1680,cultural,datas_comemorativas|cultural,BR,,,annual,50,55,,,national,,Saiba mais,,Fonte: Wikipedia (raw),Wikipedia (raw),,
2026-04-01,Dia da Mentira - 1º de Abril,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-04-01,Início do Abril Azul | Autismo,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-04-01,Início do Abril Verde | Saúde e Segurança no Trabalho,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-04-02,Dia Internacional da Checagem de Fatos,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-04-02,Dia Mundial da Conscientização do Autismo,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-04-02,Início da Semana da Saúde no Brasil,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-04-02,Quinta-feira Santa,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-04-02,Dia Internacional do Livro Infantil,behavior,saúde|profissão|educação|autismo|marketing|literatura|jornalismo|medicina,BR,,,annual,45,50,DIA_INTERNACIONAL_DO_LIVRO_INFANTIL,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-04-02,Dia Mundial da Saúde,behavior,saúde|profissão|educação|autismo|marketing|literatura|jornalismo|medicina,BR,,,annual,45,50,DIA_MUNDIAL_DA_SA_DE,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-04-02,Dia Mundial de Conscientização do Autismo,behavior,saúde|profissão|educação|autismo|marketing|literatura|jornalismo|medicina,BR,,,annual,45,50,DIA_MUNDIAL_DE_CONSCIENTIZA_O_DO_AUTISMO,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-04-02,Dia do Jornalista,behavior,saúde|profissão|educação|autismo|marketing|literatura|jornalismo|medicina,BR,,,annual,45,50,DIA_DO_JORNALISTA,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-04-02,Dia do Médico Legista,behavior,saúde|profissão|educação|autismo|marketing|literatura|jornalismo|medicina,BR,,,annual,45,50,DIA_DO_M_DICO_LEGISTA,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-04-02,Dia do Propagandista,behavior,saúde|profissão|educação|autismo|marketing|literatura|jornalismo|medicina,BR,,,annual,45,50,DIA_DO_PROPAGANDISTA,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-04-03,Dia do Juiz de Menores,official,feriado|religioso|profissão|católico|justiça,BR,,,annual,90,95,DIA_DO_JUIZ_DE_MENORES,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-04-03,Paixão de Cristo (Sexta-feira Santa),official,feriado|religioso|profissão|católico|justiça,BR,,,annual,90,95,PAIX_O_DE_CRISTO_SEXTA_FEIRA_SANTA_,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-04-03,Sexta-feira Santa,official,varejo|familia,BR,,,annual,90,80,SEXTA_FEIRA_SANTA,peak,national,servicos|horarios|promo tematica|conteudo cultural,Confira,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Data movel (calculo por Pascoa),Gerador Edro (Pascoa),,
2026-04-03,Dia do Atuário,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-04-03,Dia do Desporto Comunitário,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-04-04,Dia Internacional de Alerta às Minas Terrestres e Assistência à Desminagem,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-04-04,Dia Mundial dos Animais de Rua,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-04-04,Dia Nacional do Parkinsoniano,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-04-04,Sábado de Aleluia,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-04-04,Dia Mundial do Braille,behavior,saúde|acessibilidade|medicina|inclusão,BR,,,annual,45,50,DIA_MUNDIAL_DO_BRAILLE,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-04-04,Dia da Abreugrafia,behavior,saúde|acessibilidade|medicina|inclusão,BR,,,annual,45,50,DIA_DA_ABREUGRAFIA,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-04-05,Pascoa,cultural,varejo|familia|chocolate,BR,,,annual,100,80,PASCOA,peak,national,servicos|horarios|promo tematica|conteudo cultural,Confira,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Data movel (calculo por Pascoa),Gerador Edro (Pascoa),,
2026-04-05,Criação da 1ª Tipografia no Brasil,official,feriado|religioso|histórico|católico|gráfica,BR,,,annual,90,95,CRIA_O_DA_1_TIPOGRAFIA_NO_BRASIL,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-04-05,Páscoa,official,feriado|religioso|histórico|católico|gráfica,BR,,,annual,90,95,P_SCOA,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-04-05,Dia Internacional da Consciência,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-04-05,Dia das Telecomunicações,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-04-05,Dia do Filho,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-04-05,Dia do Propagandista Farmacêutico,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-04-05,Janela de salario (aprox.),behavior,varejo|promo|planejamento,BR,,,monthly,30,25,PAYDAY_2026_04,peak,national,planejamento|lista de compras|economia,Ver ofertas,MetaAds|GoogleAds,Heuristica (varia por empresa),Gerador Edro (heuristica),,
2026-04-06,Dia da Gratidão,cultural,comportamental|religioso|valores|católico,BR,,,annual,60,65,DIA_DA_GRATID_O,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-04-06,Dia de Reis,cultural,comportamental|religioso|valores|católico,BR,,,annual,60,65,DIA_DE_REIS,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-04-06,Dia Internacional do Esporte para o Desenvolvimento e pela Paz,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-04-06,Dia Mundial da Atividade Física,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-04-06,Dia Nacional de Mobilização pela Promoção da Saúde e Qualidade de Vida,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-04-07,Dia da Liberdade de Cultos,cultural,direitos|religioso|liberdade|fé,BR,,,annual,60,65,DIA_DA_LIBERDADE_DE_CULTOS,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-04-07,Dia Internacional para Reflexão do Genocídio de 1994 contra os Tutsi em Ruanda,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-04-07,Dia Mundial da Saude,international,saude|institucional,BR,,,annual,50,50,DIA_MUNDIAL_DA_SAUDE,peak,national,conteudo educativo|institucional|acao pratica,Saiba mais,Instagram|LinkedIn,Gancho de conteudo (nao comercial agressivo),Curadoria datas internacionais,,
2026-04-07,Dia Nacional de Combate ao Bullying e à Violência na Escola,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-04-07,Dia do Corretor,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-04-07,Dia do Jornalista,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-04-07,Dia do Médico Legista,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-04-08,Dia Mundial do Combate ao Câncer,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-04-08,Aniversário de Cuiabá,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-04-08,Dia Nacional do Sistema Braille,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-04-08,Dia da Natação,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-04-08,Dia Mundial da Astronomia,behavior,saúde|ciência|acessibilidade|profissão|oncologia|espaço|inclusão|visual,BR,,,annual,45,50,DIA_MUNDIAL_DA_ASTRONOMIA,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-04-08,Dia Mundial de Combate ao Câncer,behavior,saúde|ciência|acessibilidade|profissão|oncologia|espaço|inclusão|visual,BR,,,annual,45,50,DIA_MUNDIAL_DE_COMBATE_AO_C_NCER,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-04-08,Dia Nacional do Sistema Braile,behavior,saúde|ciência|acessibilidade|profissão|oncologia|espaço|inclusão|visual,BR,,,annual,45,50,DIA_NACIONAL_DO_SISTEMA_BRAILE,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-04-08,Dia do Fotógrafo,behavior,saúde|ciência|acessibilidade|profissão|oncologia|espaço|inclusão|visual,BR,,,annual,45,50,DIA_DO_FOT_GRAFO,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-04-09,Dia Nacional da Biblioteca,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-04-09,Dia Nacional do Aço,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-04-09,Dia do Astronauta,behavior,profissão|histórico|espaço|brasil,BR,,,annual,45,50,DIA_DO_ASTRONAUTA,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-04-09,Dia do Fico,behavior,profissão|histórico|espaço|brasil,BR,,,annual,45,50,DIA_DO_FICO,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-04-10,Dia do Engenheiro Metalurgista,cultural,profissão|religioso|engenharia|católico,BR,,,annual,60,65,DIA_DO_ENGENHEIRO_METALURGISTA,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-04-10,Festa de São Gonçalo do Amarante,cultural,profissão|religioso|engenharia|católico,BR,,,annual,60,65,FESTA_DE_S_O_GON_ALO_DO_AMARANTE,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-04-10,Dia Mundial da Homeopatia,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-04-10,Dia da Engenharia,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-04-10,Dia do Engenheiro Militar,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-04-11,Dia Mundial de Conscientização da Doença de Parkinson,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-04-11,Dia da Escola de Samba,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-04-11,Dia do Controle da Poluição por Agrotóxicos,behavior,profissão|ambiental|medicina|sustentabilidade,BR,,,annual,45,50,DIA_DO_CONTROLE_DA_POLUI_O_POR_AGROT_XICOS,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-04-11,Dia do Infectologista,behavior,profissão|ambiental|medicina|sustentabilidade,BR,,,annual,45,50,DIA_DO_INFECTOLOGISTA,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-04-12,Dia Internacional do Voo Espacial Tripulado,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-04-12,Dia Nacional do Humorista,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-04-12,Dia do Empresário Contábil,behavior,profissão|engenharia|humor|medicina|contabilidade,BR,,,annual,45,50,DIA_DO_EMPRES_RIO_CONT_BIL,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-04-12,Dia do Engenheiro Naval,behavior,profissão|engenharia|humor|medicina|contabilidade,BR,,,annual,45,50,DIA_DO_ENGENHEIRO_NAVAL,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-04-12,Dia do Humorista,behavior,profissão|engenharia|humor|medicina|contabilidade,BR,,,annual,45,50,DIA_DO_HUMORISTA,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-04-12,Dia do Obstetra,behavior,profissão|engenharia|humor|medicina|contabilidade,BR,,,annual,45,50,DIA_DO_OBSTETRA,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-04-13,Dia Internacional do Leonismo,cultural,religioso|profissão|institucional|católico|serviços|comunidade,BR,,,annual,60,65,DIA_INTERNACIONAL_DO_LEONISMO,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-04-13,Dia do Office Boy,cultural,religioso|profissão|institucional|católico|serviços|comunidade,BR,,,annual,60,65,DIA_DO_OFFICE_BOY,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-04-13,Domingo de Ramos,cultural,religioso|profissão|institucional|católico|serviços|comunidade,BR,,,annual,60,65,DOMINGO_DE_RAMOS,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-04-13,Aniversário de Fortaleza,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-04-13,Dia do Beijo,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-04-13,Dia do Hino Nacional Brasileiro,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-04-13,Dia do Jovem,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-04-13,Domingo de Ramos (Data móvel),cultural,datas_comemorativas|cultural,BR,,,annual,50,55,,,national,,Saiba mais,,Fonte: Wikipedia (raw),Wikipedia (raw),,
2026-04-14,Dia do Neurocirurgião,cultural,religioso|profissão|militar|católico|saúde|defesa,BR,,,annual,60,65,DIA_DO_NEUROCIRURGI_O,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-04-14,Dia do Sargento,cultural,religioso|profissão|militar|católico|saúde|defesa,BR,,,annual,60,65,DIA_DO_SARGENTO,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-04-14,Dia do Técnico em Serviço de Saúde,cultural,religioso|profissão|militar|católico|saúde|defesa,BR,,,annual,60,65,DIA_DO_T_CNICO_EM_SERVI_O_DE_SA_DE,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-04-14,Segunda-feira Santa,cultural,religioso|profissão|militar|católico|saúde|defesa,BR,,,annual,60,65,SEGUNDA_FEIRA_SANTA,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-04-14,Dia Mundial da Doença de Chagas,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-04-14,Dia Mundial do Café,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-04-14,Dia Nacional do Neurocirurgião,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-04-14,Dia Pan-Americano,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-04-14,Dia de Olhar para o Céu,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-04-14,Segunda-feira Santa (Data móvel),cultural,datas_comemorativas|cultural,BR,,,annual,50,55,,,national,,Saiba mais,,Fonte: Wikipedia (raw),Wikipedia (raw),,
2026-04-15,Dia Internacional do Ciclista,cultural,religioso|esporte|arte|católico|bicicleta|música,BR,,,annual,60,65,DIA_INTERNACIONAL_DO_CICLISTA,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-04-15,Dia do Compositor,cultural,religioso|esporte|arte|católico|bicicleta|música,BR,,,annual,60,65,DIA_DO_COMPOSITOR,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
